,Player,Match_played,Starts,Minutes_played,goals,assist,Shots,shots_on_target,non_penalty_goals,penalty_goal,yellow_card,red_card,pass_comp,pass_attempt,pass_comp%,tackles_made,successful_tackles,Blocks,interceptions,clearence,Touches,successful_dribbles,dribbles_attempted,successful_dribbles%,fouls_commited,fouls_drawn,offside,crosses,penalty_kick_won,penalty_kick_conceded,own_goal,aerial_duo_won,aerial_duo_lost,Pos,Age,Club_country,Club,Team
552,Alireza Jahanbakhsh,2,1,59,0,0,3,0,0,0,2,0,11.0,17.0,64.7,1.0,1,2.0,1,0.0,27.0,1.0,1.0,100.0,2,0,0,1,0.0,0.0,0,0.0,3.0,MF,28,Netherlands,Feyenoord,IR Iran
553,Roozbeh Cheshmi,2,1,58,1,0,1,1,1,0,0,0,7.0,11.0,63.6,0.0,0,1.0,2,3.0,19.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,1.0,2.0,DFMF,28,Iran,Esteghlal,IR Iran
554,Mehdi Torabi,3,0,62,0,0,2,0,0,0,0,0,30.0,37.0,81.1,1.0,0,1.0,2,0.0,48.0,1.0,2.0,50.0,0,0,0,1,0.0,0.0,0,0.0,1.0,MF,27,Iran,Persepolis,IR Iran
555,Saman Ghoddos,1,0,45,0,0,1,0,0,0,0,0,15.0,20.0,75.0,1.0,0,0.0,0,0.0,24.0,0.0,0.0,0.0,1,0,0,2,0.0,0.0,0,0.0,1.0,MF,28,England,Brentford,IR Iran
556,Hossein Kanaanizadegan,1,0,45,0,0,0,0,0,0,1,0,8.0,11.0,72.7,0.0,0,1.0,1,2.0,15.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,DF,28,Qatar,Al Ahli SC,IR Iran
557,Karim Ansarifard,2,0,35,0,0,1,0,0,0,0,0,4.0,5.0,80.0,0.0,0,1.0,1,0.0,11.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,1.0,FWMF,32,Cyprus,AC Omonia,IR Iran
558,Abolfazl Jalali,1,0,19,0,0,0,0,0,0,1,0,20.0,29.0,69.0,0.0,0,0.0,0,1.0,34.0,1.0,5.0,20.0,1,4,0,2,0.0,0.0,0,0.0,0.0,DF,23,Iran,Esteghlal,IR Iran
559,Ascar Duarte,3,3,270,0,0,0,0,0,0,1,0,68.0,98.0,69.4,4.0,2,3.0,6,15.0,132.0,0.0,0.0,0.0,1,0,0,0,0.0,1.0,0,2.0,3.0,DF,33,Saudi Arabia,AlWehda,Costa Rica
560,Keylor Navas,3,3,270,0,0,0,0,0,0,0,0,61.0,102.0,59.8,1.0,0,0.0,1,2.0,113.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,GK,35,France,Paris SG,Costa Rica
561,Joel Campbell,3,3,269,0,0,1,0,0,0,1,0,104.0,138.0,75.4,9.0,5,3.0,0,4.0,176.0,6.0,13.0,46.2,3,11,3,7,0.0,0.0,0,5.0,6.0,FWMF,29,Mexico,Lean,Costa Rica
562,Yeltsin Tejeda,3,3,269,1,1,2,2,1,0,0,0,78.0,99.0,78.8,4.0,2,7.0,1,7.0,129.0,0.0,2.0,0.0,0,2,0,0,0.0,0.0,0,4.0,2.0,MF,30,Costa Rica,Club Sport Herediano,Costa Rica
563,Bryan Oviedo,3,3,260,0,0,0,0,0,0,0,0,67.0,89.0,75.3,6.0,5,3.0,3,7.0,114.0,0.0,2.0,0.0,2,4,1,2,0.0,0.0,0,2.0,0.0,DF,32,USA,Real Salt Lake,Costa Rica
564,Keysher Fuller,3,3,253,1,0,3,2,1,0,0,0,44.0,63.0,69.8,4.0,4,2.0,3,9.0,93.0,1.0,2.0,50.0,2,4,2,2,0.0,0.0,0,0.0,1.0,DFMF,27,Costa Rica,Club Sport Herediano,Costa Rica
565,Celso Borges,3,3,249,0,0,0,0,0,0,1,0,98.0,120.0,81.7,5.0,1,8.0,4,7.0,144.0,2.0,2.0,100.0,2,0,0,2,0.0,0.0,0,6.0,0.0,MF,34,Costa Rica,Liga Deportiva Alajuelense,Costa Rica
566,Kendall Waston,3,2,225,0,0,1,1,0,0,0,0,57.0,71.0,80.3,7.0,4,2.0,5,14.0,107.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,4.0,3.0,DF,34,Costa Rica,Deportivo Saprissa,Costa Rica
567,Francisco Calvo,2,2,180,0,0,1,0,0,0,2,0,86.0,104.0,82.7,7.0,4,3.0,2,2.0,122.0,2.0,2.0,100.0,6,0,1,0,0.0,0.0,0,2.0,1.0,DF,29,Turkey,Konyaspor,Costa Rica
568,Anthony Contreras,3,2,125,0,0,0,0,0,0,1,0,15.0,26.0,57.7,5.0,2,0.0,1,0.0,39.0,0.0,0.0,0.0,1,1,0,1,0.0,0.0,0,5.0,6.0,FWMF,22,Costa Rica,Club Sport Herediano,Costa Rica
569,Jewison Bennette,3,1,103,0,0,1,0,0,0,0,0,11.0,14.0,78.6,0.0,0,2.0,0,0.0,30.0,1.0,4.0,25.0,0,2,2,2,0.0,0.0,0,0.0,2.0,MF,17,England,Sunderland,Costa Rica
570,Brandon Aguilera,3,1,90,0,0,0,0,0,0,0,0,27.0,38.0,71.1,2.0,0,1.0,1,0.0,44.0,2.0,3.0,66.7,2,2,1,1,0.0,0.0,0,2.0,1.0,MF,18,Costa Rica,Asociacian Deportiva Guanacasteca,Costa Rica
571,Juan Pablo Vargas,1,1,90,1,0,2,2,1,0,0,0,19.0,24.0,79.2,4.0,3,0.0,2,10.0,43.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,1.0,0.0,DF,27,Columbia,Millonarios,Costa Rica
572,Johan Venegas,1,1,73,0,0,0,0,0,0,0,0,11.0,14.0,78.6,0.0,0,0.0,0,2.0,21.0,0.0,1.0,0.0,1,1,2,1,0.0,0.0,0,0.0,2.0,FWMF,33,Costa Rica,Liga Deportiva Alajuelense,Costa Rica
573,Gerson Torres,1,1,64,0,0,1,0,0,0,0,0,16.0,16.0,100.0,0.0,0,1.0,0,0.0,25.0,0.0,2.0,0.0,1,8,0,0,0.0,0.0,0,0.0,0.0,MF,24,Costa Rica,Club Sport Herediano,Costa Rica
574,Carlos Martinez,1,1,45,0,0,0,0,0,0,0,0,10.0,15.0,66.7,1.0,1,1.0,1,1.0,20.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,1.0,0.0,DF,23,Costa Rica,AD San Carlos,Costa Rica
575,Youstin Salas,2,0,47,0,0,0,0,0,0,0,0,15.0,19.0,78.9,5.0,1,3.0,0,1.0,29.0,1.0,2.0,50.0,0,0,0,0,0.0,0.0,0,1.0,0.0,DFMF,25,Costa Rica,Deportivo Saprissa,Costa Rica
576,Bryan Ruiz,1,0,30,0,0,0,0,0,0,0,0,8.0,12.0,66.7,1.0,1,1.0,0,0.0,14.0,1.0,1.0,100.0,0,1,0,0,0.0,0.0,0,2.0,2.0,MF,36,Costa Rica,Liga Deportiva Alajuelense,Costa Rica
577,Alvaro Zamora,1,0,30,0,0,0,0,0,0,0,0,5.0,5.0,100.0,2.0,0,0.0,1,0.0,9.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,1.0,MF,20,Costa Rica,Deportivo Saprissa,Costa Rica
578,Raanald Matarrita,2,0,26,0,0,0,0,0,0,0,0,18.0,29.0,62.1,0.0,0,1.0,0,0.0,32.0,1.0,1.0,100.0,1,1,0,3,0.0,0.0,0,0.0,0.0,DFMF,27,USA,FC Cincinnati,Costa Rica
579,Daniel Chacaan,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,100.0,0.0,0,0.0,0,1.0,2.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,1.0,0.0,MF,21,Costa Rica,CS Cartaginas,Costa Rica
580,Roan Wilson,1,0,1,0,0,0,0,0,0,0,0,4.0,4.0,100.0,0.0,0,1.0,0,1.0,8.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,MF,20,Costa Rica,Municipal Grecia,Costa Rica
581,Joachim Andersen,3,3,270,0,1,4,1,0,0,0,0,198.0,250.0,79.2,4.0,2,2.0,0,12.0,279.0,0.0,1.0,0.0,3,4,0,1,0.0,0.0,0,10.0,8.0,DF,26,England,Crystal Palace,Denmark
582,Andreas Christensen,3,3,270,1,0,2,1,1,0,1,0,237.0,251.0,94.4,4.0,2,7.0,4,9.0,280.0,0.0,0.0,0.0,2,1,1,0,0.0,0.0,0,6.0,4.0,DF,26,Spain,Barcelona,Denmark
583,Christian Eriksen,3,3,270,0,0,4,1,0,0,0,0,188.0,230.0,81.7,1.0,0,5.0,0,1.0,254.0,0.0,4.0,0.0,2,1,0,30,0.0,0.0,0,0.0,4.0,MF,30,England,Manchester Utd,Denmark
584,Pierre Hajbjerg,3,3,270,0,0,2,1,0,0,0,0,200.0,224.0,89.3,4.0,2,3.0,3,6.0,250.0,1.0,2.0,50.0,0,1,0,1,0.0,0.0,0,1.0,0.0,MF,26,England,Tottenham,Denmark
585,Kasper Schmeichel,3,3,270,0,0,0,0,0,0,0,0,72.0,87.0,82.8,0.0,0,0.0,0,0.0,91.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,2.0,0.0,GK,35,France,Nice,Denmark
586,Joakim Malhle,3,3,249,0,0,2,0,0,0,0,0,119.0,146.0,81.5,9.0,5,7.0,2,6.0,189.0,0.0,9.0,0.0,1,4,0,4,0.0,0.0,0,1.0,9.0,DF,25,Italy,Atalanta,Denmark
587,Rasmus Nissen,3,3,224,0,0,0,0,0,0,1,0,137.0,179.0,76.5,8.0,7,3.0,1,7.0,208.0,1.0,5.0,20.0,2,1,0,7,0.0,0.0,0,3.0,1.0,DF,24,England,Leeds United,Denmark
588,Jesper Lindstram,3,2,200,0,0,3,1,0,0,0,0,36.0,52.0,69.2,1.0,1,4.0,1,1.0,86.0,4.0,12.0,33.3,4,2,0,3,0.0,0.0,0,1.0,1.0,MFFW,22,Germany,Eint Frankfurt,Denmark
589,Andreas Skov Olsen,2,2,132,0,0,4,1,0,0,0,0,43.0,63.0,68.3,0.0,0,3.0,1,0.0,78.0,0.0,2.0,0.0,2,1,0,4,0.0,0.0,0,1.0,2.0,FWMF,22,Belgium,Club Brugge,Denmark
590,Mikkel Damsgaard,3,1,150,0,0,0,0,0,0,0,0,55.0,72.0,76.4,4.0,2,2.0,2,1.0,90.0,0.0,2.0,0.0,2,1,1,3,0.0,0.0,0,0.0,1.0,MFFW,21,England,Brentford,Denmark
591,Kasper Dolberg,3,1,114,0,0,3,1,0,0,0,0,15.0,18.0,83.3,1.0,1,0.0,0,1.0,35.0,1.0,3.0,33.3,2,2,1,1,0.0,0.0,0,0.0,1.0,FW,24,Spain,Sevilla,Denmark
592,Martin Braithwaite,2,1,103,0,0,1,0,0,0,0,0,14.0,20.0,70.0,0.0,0,0.0,0,0.0,24.0,1.0,2.0,50.0,0,0,2,0,0.0,0.0,0,1.0,3.0,FWMF,31,Spain,Espanyol,Denmark
593,Andreas Cornelius,3,1,92,0,0,5,2,0,0,1,0,21.0,34.0,61.8,0.0,0,0.0,0,1.0,48.0,1.0,1.0,100.0,4,2,0,1,0.0,0.0,0,11.0,8.0,FW,29,Denmark,FC Copenhagen,Denmark
594,Victor Nelsson,1,1,90,0,0,0,0,0,0,0,0,69.0,74.0,93.2,0.0,0,2.0,2,1.0,79.0,0.0,0.0,0.0,0,2,0,0,0.0,0.0,0,4.0,3.0,DF,23,Turkey,Galatasaray,Denmark
595,Mathias Jensen,2,1,84,0,0,2,1,0,0,1,0,52.0,67.0,77.6,1.0,0,2.0,0,0.0,77.0,1.0,1.0,100.0,2,1,0,2,0.0,0.0,0,1.0,0.0,MF,26,England,Brentford,Denmark
596,Simon Kjalr,1,1,64,0,0,0,0,0,0,0,0,50.0,59.0,84.7,0.0,0,1.0,5,2.0,68.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,3.0,1.0,DF,33,Italy,Milan,Denmark
597,Thomas Delaney,1,1,44,0,0,0,0,0,0,0,0,24.0,29.0,82.8,1.0,1,0.0,0,1.0,31.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0,2.0,1.0,MF,30,Spain,Sevilla,Denmark
598,Alexander Bah,2,0,46,0,0,2,0,0,0,0,0,37.0,53.0,69.8,4.0,4,2.0,2,0.0,65.0,0.0,2.0,0.0,1,0,0,4,0.0,0.0,0,4.0,0.0,DF,24,Portugal,Benfica,Denmark
599,Robert Skov,1,0,22,0,0,0,0,0,0,1,0,17.0,21.0,81.0,0.0,0,0.0,0,0.0,23.0,0.0,1.0,0.0,1,0,0,5,0.0,0.0,0,0.0,1.0,DF,26,Germany,Hoffenheim,Denmark
600,Christian Nargaard,1,0,6,0,0,0,0,0,0,0,0,14.0,15.0,93.3,0.0,0,0.0,0,0.0,15.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,MF,28,England,Brentford,Denmark
601,Nikola Milenkovia,3,3,270,0,0,3,0,0,0,2,0,141.0,163.0,86.5,10.0,5,6.0,6,10.0,200.0,0.0,0.0,0.0,8,2,0,1,0.0,0.0,0,6.0,2.0,DF,24,Italy,Fiorentina,Serbia
602,Vanja MilinkoviaSavia,3,3,270,0,0,0,0,0,0,0,0,90.0,125.0,72.0,0.0,0,0.0,1,2.0,136.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,1.0,0.0,GK,25,Italy,Torino,Serbia
603,Aleksandar Mitrovia,3,3,262,2,0,10,3,2,0,1,0,54.0,69.0,78.3,1.0,0,1.0,0,1.0,95.0,1.0,1.0,100.0,3,1,1,1,0.0,0.0,0,5.0,12.0,FW,27,England,Fulham,Serbia
604,Duaian Tadia,3,3,257,0,2,1,0,0,0,0,0,90.0,127.0,70.9,4.0,2,4.0,1,0.0,151.0,3.0,6.0,50.0,7,4,1,17,0.0,0.0,0,0.0,0.0,MFFW,33,Netherlands,Ajax,Serbia
605,Saaia Lukia,3,3,245,0,0,1,0,0,0,2,0,143.0,162.0,88.3,2.0,0,2.0,1,5.0,182.0,0.0,1.0,0.0,7,1,0,1,0.0,0.0,0,3.0,3.0,MF,25,Italy,Torino,Serbia
606,Strahinja Pavlovia,3,3,235,1,0,2,1,1,0,2,0,121.0,156.0,77.6,7.0,2,6.0,1,7.0,186.0,2.0,3.0,66.7,6,4,0,1,0.0,0.0,0,12.0,2.0,DF,21,Austria,RB Salzburg,Serbia
607,Sergej MilinkoviaSavia,3,3,233,1,0,3,1,1,0,1,0,87.0,120.0,72.5,5.0,1,5.0,2,5.0,162.0,3.0,6.0,50.0,2,4,0,1,0.0,0.0,0,3.0,3.0,MF,27,Italy,Lazio,Serbia
608,Miloai Veljkovia,3,3,221,0,0,0,0,0,0,0,0,98.0,112.0,87.5,4.0,1,2.0,0,7.0,126.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,2.0,1.0,DF,26,Germany,Werder Bremen,Serbia
609,Andrija Aivkovia,3,3,210,0,2,1,0,0,0,0,0,71.0,96.0,74.0,5.0,3,5.0,3,3.0,120.0,0.0,1.0,0.0,2,4,0,8,0.0,0.0,0,2.0,2.0,DF,25,Greece,PAOK,Serbia
610,Filip Kostia,2,2,179,0,0,1,0,0,0,0,0,72.0,113.0,63.7,6.0,3,3.0,0,1.0,129.0,0.0,1.0,0.0,3,1,2,16,0.0,0.0,0,0.0,0.0,DF,29,Italy,Juventus,Serbia
611,Nemanja Maksimovia,3,1,122,0,0,0,0,0,0,0,0,50.0,57.0,87.7,4.0,2,3.0,3,3.0,76.0,0.0,0.0,0.0,0,1,0,2,0.0,0.0,0,0.0,3.0,MF,27,Spain,Getafe,Serbia
612,Nemanja Gudelj,2,1,92,0,0,0,0,0,0,2,0,44.0,52.0,84.6,2.0,2,2.0,2,1.0,61.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,0,1.0,1.0,MFDF,30,Spain,Sevilla,Serbia
613,Duaian Vlahovia,2,1,79,1,0,3,3,1,0,0,0,6.0,11.0,54.5,1.0,0,0.0,0,0.0,20.0,0.0,1.0,0.0,0,2,0,0,0.0,0.0,0,2.0,2.0,FW,22,Italy,Juventus,Serbia
614,Filip Mladenovia,1,1,65,0,0,1,0,0,0,0,0,20.0,25.0,80.0,0.0,0,1.0,0,1.0,32.0,0.0,2.0,0.0,0,0,0,1,0.0,0.0,0,1.0,0.0,DF,30,Poland,Legia Warsaw,Serbia
615,Nemanja Radonjia,3,0,60,0,0,2,0,0,0,0,0,15.0,24.0,62.5,0.0,0,0.0,0,1.0,37.0,0.0,5.0,0.0,0,2,0,6,0.0,0.0,0,0.0,1.0,DFFW,26,Italy,Torino,Serbia
616,Luka Jovia,1,0,36,0,0,2,0,0,0,1,0,6.0,10.0,60.0,0.0,0,1.0,1,0.0,15.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,1.0,3.0,FW,24,Italy,Fiorentina,Serbia
617,Stefan Mitrovia,1,0,35,0,0,0,0,0,0,0,0,18.0,21.0,85.7,0.0,0,0.0,0,0.0,22.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,2.0,DF,32,Spain,Getafe,Serbia
618,Ivan Ilia,1,0,34,0,0,0,0,0,0,0,0,19.0,20.0,95.0,0.0,0,0.0,1,0.0,23.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,1.0,0.0,MF,21,Italy,Hellas Verona,Serbia
619,Darko Lazovia,1,0,25,0,0,1,0,0,0,0,0,7.0,12.0,58.3,0.0,0,0.0,0,0.0,14.0,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0,0.0,0.0,DF,31,Italy,Hellas Verona,Serbia
620,Filip auriaia,2,0,14,0,0,0,0,0,0,0,0,5.0,6.0,83.3,0.0,0,0.0,0,0.0,9.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0,2.0,1.0,MFFW,30,Italy,Sampdoria,Serbia
621,Sraan Babia,1,0,13,0,0,0,0,0,0,0,0,10.0,16.0,62.5,1.0,0,0.0,0,1.0,18.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,DF,26,Spain,Almeraa,Serbia
622,Marko Grujia,1,0,13,0,0,1,1,0,0,0,0,14.0,17.0,82.4,1.0,1,0.0,0,1.0,21.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0,1.0,0.0,MF,26,Portugal,Porto,Serbia
623,Chris Mepham,3,3,270,0,0,0,0,0,0,1,0,141.0,172.0,82.0,8.0,6,3.0,1,16.0,200.0,0.0,0.0,0.0,7,1,1,0,0.0,0.0,0,7.0,2.0,DF,24,England,Bournemouth,Wales
624,Joe Rodon,3,3,270,0,0,0,0,0,0,1,0,152.0,169.0,89.9,2.0,2,2.0,4,13.0,192.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,0,5.0,6.0,DF,24,France,Rennes,Wales
625,Aaron Ramsey,3,3,266,0,0,1,0,0,0,1,0,88.0,112.0,78.6,2.0,0,4.0,0,2.0,143.0,2.0,8.0,25.0,3,3,0,5,0.0,0.0,0,0.0,2.0,MF,31,France,Nice,Wales
626,Ethan Ampadu,3,3,255,0,0,1,0,0,0,0,0,108.0,144.0,75.0,4.0,3,9.0,4,10.0,178.0,2.0,3.0,66.7,5,3,0,2,0.0,0.0,0,3.0,5.0,MFDF,21,Italy,Spezia,Wales
627,Ben Davies,3,3,238,0,0,3,2,0,0,0,0,122.0,161.0,75.8,4.0,2,4.0,1,8.0,186.0,2.0,3.0,66.7,1,3,0,0,0.0,0.0,0,7.0,4.0,DF,29,England,Tottenham,Wales
628,Gareth Bale,3,3,225,1,0,1,1,0,1,1,0,33.0,53.0,62.3,1.0,1,1.0,1,1.0,68.0,1.0,3.0,33.3,2,5,2,2,1.0,0.0,0,4.0,7.0,FW,32,USA,Los Angeles FC,Wales
629,Neco Williams,3,3,204,0,0,3,0,0,0,0,0,69.0,101.0,68.3,5.0,3,5.0,4,5.0,136.0,1.0,7.0,14.3,3,5,0,5,0.0,0.0,0,2.0,1.0,DF,21,England,Nottham Forest,Wales
630,Kieffer Moore,3,2,225,0,0,6,2,0,0,0,0,36.0,56.0,64.3,1.0,0,3.0,2,7.0,95.0,0.0,1.0,0.0,5,4,1,0,0.0,0.0,0,11.0,6.0,FW,29,England,Bournemouth,Wales
631,Connor Roberts,3,2,200,0,0,0,0,0,0,0,0,92.0,118.0,78.0,3.0,3,2.0,1,7.0,140.0,0.0,0.0,0.0,0,1,0,7,0.0,0.0,0,1.0,1.0,DF,26,England,Burnley,Wales
632,Wayne Hennessey,2,2,175,0,0,0,0,0,0,0,1,50.0,66.0,75.8,0.0,0,0.0,0,0.0,68.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,1.0,0.0,GK,35,England,Nottham Forest,Wales
633,Harry Wilson,3,2,160,0,0,2,0,0,0,0,0,48.0,64.0,75.0,4.0,2,1.0,1,3.0,82.0,0.0,1.0,0.0,1,2,0,9,0.0,0.0,0,1.0,2.0,MFFW,25,England,Fulham,Wales
634,Daniel James,3,2,154,0,0,0,0,0,0,1,0,24.0,36.0,66.7,1.0,1,2.0,0,1.0,49.0,1.0,4.0,25.0,1,2,0,4,0.0,0.0,0,0.0,1.0,FWMF,24,England,Fulham,Wales
635,Joe Allen,2,1,94,0,0,2,0,0,0,0,0,30.0,36.0,83.3,1.0,1,1.0,1,4.0,53.0,0.0,0.0,0.0,0,2,0,0,0.0,0.0,0,0.0,1.0,MF,32,England,Swansea City,Wales
636,Danny Ward,2,1,94,0,0,0,0,0,0,0,0,24.0,39.0,61.5,0.0,0,0.0,0,0.0,42.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,GK,28,England,Leicester City,Wales
637,Brennan Johnson,3,0,91,0,0,3,1,0,0,0,0,10.0,17.0,58.8,0.0,0,1.0,0,1.0,33.0,0.0,5.0,0.0,2,1,0,1,0.0,0.0,0,0.0,2.0,FWMF,21,England,Nottham Forest,Wales
638,Joe Morrell,2,0,33,0,0,0,0,0,0,0,0,12.0,14.0,85.7,3.0,2,2.0,1,0.0,24.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0,0.0,1.0,MF,25,England,Portsmouth,Wales
639,Rubin Colwill,1,0,10,0,0,1,0,0,0,0,0,2.0,4.0,50.0,0.0,0,1.0,0,0.0,6.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,MF,20,England,Cardiff City,Wales
640,Sorba Thomas,1,0,1,0,0,0,0,0,0,0,0,3.0,4.0,75.0,1.0,1,0.0,0,0.0,6.0,0.0,1.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,MF,22,England,Huddersfield,Wales
641,Milan Borjan,3,3,270,0,0,0,0,0,0,0,0,76.0,98.0,77.6,0.0,0,0.0,0,2.0,105.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,GK,34,Serbia,Red Star,Canada
642,Alphonso Davies,3,3,270,1,0,3,1,1,0,1,0,82.0,114.0,71.9,2.0,1,5.0,3,1.0,158.0,11.0,24.0,45.8,4,4,1,10,0.0,0.0,0,3.0,2.0,MFDF,21,Germany,Bayern Munich,Canada
643,Alistair Johnston,3,3,270,0,0,2,1,0,0,1,0,147.0,186.0,79.0,5.0,3,6.0,2,4.0,212.0,1.0,1.0,100.0,5,3,0,8,0.0,0.0,0,4.0,2.0,DF,23,USA,CF Montraal,Canada
644,Kamal Miller,3,3,270,0,0,0,0,0,0,1,0,186.0,205.0,90.7,6.0,4,1.0,4,11.0,229.0,1.0,2.0,50.0,0,3,0,0,0.0,0.0,0,7.0,5.0,DF,25,USA,CF Montraal,Canada
645,Steven Vitaaria,3,3,270,0,0,0,0,0,0,1,0,160.0,186.0,86.0,3.0,3,4.0,0,7.0,204.0,0.0,1.0,0.0,6,5,0,0,0.0,0.0,0,4.0,2.0,DF,35,Portugal,Chaves,Canada
646,Tajon Buchanan,3,3,260,0,1,5,0,0,0,1,0,61.0,89.0,68.5,1.0,1,3.0,3,0.0,130.0,7.0,25.0,28.0,6,6,2,8,0.0,0.0,0,1.0,2.0,MFDF,23,Belgium,Club Brugge,Canada
647,Jonathan David,3,2,192,0,0,8,1,0,0,0,0,41.0,60.0,68.3,1.0,1,0.0,0,0.0,85.0,0.0,4.0,0.0,0,1,0,0,0.0,0.0,0,1.0,2.0,FWMF,22,France,Lille,Canada
648,Junior Hoilett,3,2,161,0,0,4,0,0,0,1,0,43.0,59.0,72.9,8.0,4,0.0,1,0.0,81.0,2.0,7.0,28.6,1,5,1,13,0.0,0.0,0,0.0,0.0,FWMF,32,England,Reading,Canada
649,Richie Laryea,3,2,160,0,0,2,0,0,0,0,0,35.0,47.0,74.5,3.0,1,2.0,0,3.0,73.0,2.0,6.0,33.3,1,2,2,1,0.0,0.0,0,0.0,1.0,DFMF,27,USA,Toronto FC,Canada
650,Atiba Hutchinson,3,2,159,0,0,2,0,0,0,0,0,100.0,112.0,89.3,4.0,1,3.0,1,3.0,130.0,1.0,1.0,100.0,2,2,0,0,0.0,0.0,0,5.0,0.0,MF,39,Turkey,Beaiktaa,Canada
651,Cyle Larin,3,2,137,0,0,3,1,0,0,0,0,21.0,29.0,72.4,0.0,0,0.0,0,2.0,44.0,1.0,4.0,25.0,2,0,2,3,0.0,0.0,0,2.0,1.0,FW,27,Belgium,Club Brugge,Canada
652,Stephen Eustaiquio,2,2,125,0,0,3,0,0,0,0,0,83.0,93.0,89.2,4.0,2,0.0,2,6.0,110.0,1.0,1.0,100.0,1,1,0,1,0.0,0.0,0,1.0,1.0,MF,25,Portugal,Porto,Canada
653,Jonathan Osorio,3,1,119,0,0,1,0,0,0,1,0,52.0,57.0,91.2,2.0,1,0.0,1,1.0,67.0,1.0,2.0,50.0,1,2,0,0,0.0,0.0,0,0.0,1.0,MFFW,30,USA,Toronto FC,Canada
654,Sam Adekugbe,3,1,95,0,0,0,0,0,0,1,0,63.0,71.0,88.7,0.0,0,1.0,1,1.0,77.0,1.0,1.0,100.0,1,0,0,5,0.0,0.0,0,2.0,0.0,DF,27,Turkey,Hatayspor,Canada
655,MarkAnthony Kaye,1,1,59,0,0,1,0,0,0,0,0,51.0,61.0,83.6,2.0,1,0.0,0,0.0,68.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0,0.0,1.0,MF,27,USA,Toronto FC,Canada
656,Ismaal Kona,3,0,109,0,0,0,0,0,0,0,0,96.0,101.0,95.0,0.0,0,0.0,0,0.0,103.0,1.0,2.0,50.0,0,1,0,1,0.0,0.0,0,0.0,0.0,MFDF,20,USA,CF Montraal,Canada
657,Lucas Cavallini,1,0,19,0,0,0,0,0,0,0,0,2.0,2.0,100.0,0.0,0,0.0,0,0.0,3.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0,0.0,1.0,FW,29,USA,Vancouver,Canada
658,David Wotherspoon,1,0,15,0,0,0,0,0,0,0,0,4.0,7.0,57.1,0.0,0,1.0,0,0.0,9.0,1.0,1.0,100.0,0,1,0,1,0.0,0.0,0,0.0,0.0,MF,32,Scotland,St Johnstone,Canada
659,Liam Millar,1,0,10,0,0,0,0,0,0,0,0,4.0,9.0,44.4,0.0,0,0.0,0,0.0,9.0,0.0,0.0,0.0,1,0,0,2,0.0,0.0,0,0.0,0.0,DF,22,Switzerland,Basel,Canada
660,Akram Afif,3,3,270,0,0,2,0,0,0,1,0,139.0,165.0,84.2,0.0,0,0.0,0,0.0,182.0,3.0,7.0,42.9,2,6,1,13,0.0,0.0,0,1.0,1.0,FW,25,Qatar,Al Sadd SC,Qatar
661,Abdelkarim Hassan,3,3,270,0,0,6,0,0,0,0,0,122.0,161.0,75.8,7.0,3,3.0,1,5.0,195.0,1.0,5.0,20.0,1,4,1,6,0.0,0.0,0,3.0,1.0,DF,28,Qatar,Al Sadd SC,Qatar
